date,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,reff_mean,reff_lower,reff_upper,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_deaths_unscaled,cumulative_hospitalizations,daily_deaths_unscaled,daily_infections,population,mobility_mean,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization
8/3/20,reference,Canada,1327.5,1844.63,916.5,13018.36,9496.58,16453.16,873024.26,511964.13,1477386.79,9.83,6.5,13.38,5.84,5.84,5.84,9058.88,9058.88,9058.88,,,,13053.32,8.31,117474.25,9083.75,5263,5.25,348.75,36519840.27,-28.3463,1,54611.0478,54611.0478,54611.0478,1,0.6745,0,0.5637,1,,,,470.95,819.92,284.52,77.25,121.33,50.68,18.82,24.54,15.55,86460,4048,0.0065,0.2719,0.0131
8/4/20,reference,Canada,1325.53,1847.22,913.14,13027.52,9502.49,16464.92,874349.8,512913.64,1478940.98,9.16,6.09,12.43,5.49,5.49,5.49,9064.36,9064.36,9064.36,,,,13061.62,8.31,117809,9089,5274.86,5.25,334.75,36519840.27,-28.0363,1,54767.6839,54767.6839,54767.6839,1,0.6745,0,0.569,1,,,,462.2,812.9,275,76.87,121.39,49.54,18.78,24.43,15.63,86460,4048,0.0061,0.2739,0.0132
8/5/20,reference,Canada,1325.63,1853.56,911.18,13036.27,9508.15,16476.13,875675.42,513861.17,1480491.54,8.74,5.82,11.83,5.26,5.26,5.26,9069.62,9069.62,9069.62,,,,13068.08,6.46,118204,9093,5284.71,4,395,36519840.27,-27.6175,1,54909.277,54909.277,54909.277,1,0.6746,0,0.5736,1,,,,454.18,804.85,267.92,76.64,121.65,48.78,18.41,24.11,15.38,86460,4048,0.0058,0.2767,0.0131
8/6/20,reference,Canada,1327.86,1863.31,910.74,13044.85,9513.71,16487.1,877003.28,514809.23,1482041.03,8.58,5.73,11.56,5.18,5.18,5.18,9074.8,9074.8,9074.8,,,,13076.42,8.34,118578,9097,5299.57,4,374,36519840.27,-27.1484,1,55038.017,55038.017,55038.017,1,0.6749,0,0.578,1,,,,446.85,796.91,262.29,76.9,122.46,48.49,17.68,23.42,14.77,86460,4048,0.0057,0.2799,0.0127
8/7/20,reference,Canada,1332.29,1876.48,911.74,13053.43,9519.29,16498.06,878335.57,515760.37,1483592.24,8.58,5.74,11.49,5.21,5.21,5.21,9080.01,9080.01,9080.01,,,,13085.09,8.66,119002,9101,5306.57,4,424,36519840.27,-26.7129,1,55156.1272,55156.1272,55156.1272,1,0.6755,0,0.5822,1,,,,440.35,789.6,258.39,77.44,123.85,48.58,16.74,22.52,13.95,86460,4048,0.0057,0.2831,0.0121
8/8/20,reference,Canada,1338.96,1892.73,914.35,13062.19,9525.01,16509.22,879674.54,516717.07,1485147.92,8.75,5.88,11.61,5.35,5.35,5.35,9085.36,9085.36,9085.36,,,,13096.25,11.16,119367.33,9108.67,5309.57,7.67,365.33,36519840.27,-26.3999,1,55265.8345,55265.8345,55265.8345,1,0.6761,0,0.5858,1,,,,436.55,779.81,256.58,78.19,125.52,49.19,15.76,21.58,13.08,86460,4048,0.0058,0.286,0.0115
8/9/20,reference,Canada,1347.96,1912.06,918.75,13071.29,9530.99,16520.81,881022.5,517681.84,1486710.87,9.11,6.15,11.92,5.61,5.61,5.61,9090.97,9090.97,9090.97,,,,13106.62,10.37,119726.67,9115.33,5313,6.67,359.33,36519840.27,-26.266,1,55369.3507,55369.3507,55369.3507,1,0.6767,0,0.5889,1,,,,434.77,770.16,257.05,79.1,126.58,50.32,14.9,20.74,12.32,86460,4048,0.0061,0.2886,0.011
8/10/20,reference,Canada,1359.33,1934.5,925,13080.86,9537.34,16532.97,882381.83,518657.16,1488283.97,9.57,6.51,12.37,5.94,5.94,5.94,9096.92,9096.92,9096.92,,,,13111.18,4.56,120149,9118,5321.43,2.67,422.33,36519840.27,-26.2897,1,55468.8649,55468.8649,55468.8649,1,0.6773,0,0.5916,1,,,,435.42,761.86,260.77,80.78,128.26,52.26,14.26,20.13,11.78,86460,4048,0.0064,0.2909,0.0106
8/11/20,reference,Canada,1373.13,1959.99,933.2,13091.06,9544.13,16545.94,883754.96,519646.39,1489870.17,10.2,6.96,13.16,6.36,6.36,6.36,9103.28,9103.28,9103.28,,,,13118.41,7.23,120438,9122,5329.86,4,289,36519840.27,-26.3799,1,55566.5438,55566.5438,55566.5438,1,0.6779,0,0.5939,1,,,,438.51,755.51,268.94,83.83,131.75,55.38,13.94,19.83,11.55,86460,4048,0.0069,0.2928,0.0105
8/12/20,reference,Canada,1389.34,1988.51,943.41,13101.93,9551.38,16559.79,885144.3,520652.17,1491472.52,10.86,7.43,14.02,6.79,6.79,6.79,9110.07,9110.07,9110.07,,,,13139.35,20.94,120856,9137,5335.29,15,418,36519840.27,-26.4465,1,55664.54,55664.54,55664.54,1,0.6782,0,0.5956,1,,,,442.91,749.74,278.55,88.48,137.31,59.77,14.03,19.73,11.7,86460,4048,0.0073,0.2945,0.0107
8/13/20,reference,Canada,1407.95,2020.02,955.67,13113.4,9559.04,16574.44,886552.25,521676.46,1493094.12,11.47,7.85,14.8,7.16,7.16,7.16,9117.24,9117.24,9117.24,,,,13152.74,13.39,121246,9146,5339.71,9,390,36519840.27,-26.4439,1,55765.0064,55765.0064,55765.0064,1,0.6789,0,0.5968,1,,,,448.65,747.53,290.29,94.17,144.32,65.04,14.55,20.07,12.27,86460,4048,0.0078,0.296,0.0111
8/14/20,reference,Canada,1429.09,2054.49,970.06,13125.33,9566.99,16589.71,887981.34,522720.96,1494738.1,11.93,8.15,15.41,7.42,7.42,7.42,9124.65,9124.65,9124.65,,,,13160.11,7.37,121664,9151,5346,5,418,36519840.27,-26.3773,1,55870.1134,55870.1134,55870.1134,1,0.6801,0,0.5981,1,,,,456.36,749,305.16,100.95,153.26,71.14,15.44,20.8,13.19,86460,4048,0.0082,0.2975,0.0119
8/15/20,reference,Canada,1452.82,2091.89,986.67,13137.5,9575.07,16605.34,889434.15,523787.24,1496407.67,12.17,8.28,15.79,7.51,7.51,7.51,9132.16,9132.16,9132.16,,,,13179.82,19.71,122099.33,9161.67,5349.29,10.67,435.33,36519840.27,-26.2932,1,55982.0682,55982.0682,55982.0682,1,0.6813,0,0.5993,1,,,,462.74,748.89,318.47,107.23,161.78,77.4,16.58,21.7,14.38,86460,4048,0.0084,0.2988,0.0128
8/16/20,reference,Canada,1479.1,2134.61,1005.62,13149.74,9583.12,16621.09,890913.25,524876.97,1498106.13,12.24,8.26,15.97,7.45,7.45,7.45,9139.61,9139.61,9139.61,,,,13187.37,7.56,122495.67,9165.33,5353.57,3.67,396.33,36519840.27,-26.2415,1,56103.1337,56103.1337,56103.1337,1,0.6826,0,0.6003,1,,,,467.84,750.92,330.17,112.79,169.6,83.23,17.85,22.75,15.69,86460,4048,0.0085,0.3,0.0139
8/17/20,reference,Canada,1508.1,2183.59,1027.95,13161.91,9591.08,16636.8,892421.35,525992.01,1499836.81,12.18,8.17,16.05,7.31,7.31,7.31,9146.92,9146.92,9146.92,,,,13192.26,4.89,122884,9168,5390.86,2.67,388.33,36519840.27,-26.2104,1,56235.6456,56235.6456,56235.6456,1,0.6838,0,0.6014,1,,,,471.18,751.59,339.25,115.97,174.87,86.67,19.08,23.78,16.95,86460,4048,0.0086,0.3014,0.0149
8/18/20,reference,Canada,1539.75,2235.93,1053.26,13173.93,9598.89,16652.33,893961.1,527135.97,1501603.13,12.02,8.01,15.98,7.1,7.1,7.1,9154.02,9154.02,9154.02,,,,13210.91,18.65,123163,9180,5402.14,12,279,36519840.27,-26.1243,1,56382.0261,56382.0261,56382.0261,1,0.6851,0,0.6029,1,,,,474.46,751.87,348.63,117.64,178.01,88.97,20.02,24.55,17.93,86460,4048,0.0085,0.3032,0.0156
8/19/20,reference,Canada,1573.94,2288.61,1080.4,13185.74,9606.52,16667.6,895535.04,528311.33,1503408.61,11.81,7.84,15.78,6.88,6.88,6.88,9160.9,9160.9,9160.9,,,,13219.5,8.58,123499,9185,5406.43,5,336,36519840.27,-25.9145,1,56544.7931,56544.7931,56544.7931,1,0.6857,0,0.6046,1,,,,476.04,750.33,356.29,118.64,179.89,90.63,20.45,24.82,18.38,86460,4048,0.0085,0.3053,0.0159
8/20/20,reference,Canada,1610.64,2338.74,1109.42,13197.33,9613.99,16682.58,897145.68,529520.28,1505256.84,11.59,7.68,15.51,6.69,6.69,6.69,9167.58,9167.58,9167.58,,,,13229.36,9.87,123882,9190,5417.71,5,383,36519840.27,-25.5591,1,56726.5645,56726.5645,56726.5645,1,0.6867,0,0.6061,1,,,,475.32,746.62,359.96,118.55,180.32,91.09,20.33,24.57,18.27,86460,4048,0.0084,0.3076,0.0158
8/21/20,reference,Canada,1649.9,2391.95,1140.45,13208.75,9621.34,16697.33,898795.59,530765.05,1507151.5,11.42,7.57,15.26,6.55,6.55,6.55,9174.14,9174.14,9174.14,,,,13247.04,17.67,124381,9200,5430.86,10,499,36519840.27,-25.0927,1,56930.0556,56930.0556,56930.0556,1,0.6886,0,0.6079,1,,,,471.91,740.52,360.2,117.69,179.74,91.19,19.83,23.96,17.77,86460,4048,0.0084,0.3099,0.0153
8/22/20,reference,Canada,1691.81,2448.38,1172.6,13220.07,9628.65,16711.93,900487.39,532047.96,1509096.41,11.31,7.52,15.09,6.5,6.5,6.5,9180.64,9180.64,9180.64,,,,13259.6,12.56,124813.67,9208.67,5443,8.67,432.67,36519840.27,-24.5997,1,57158.0704,57158.0704,57158.0704,1,0.6905,0,0.6098,1,,,,464.98,725.73,359.3,116.26,177.29,90.98,19.18,23.28,17.12,86460,4048,0.0084,0.3125,0.0147
8/23/20,reference,Canada,1736.46,2508.21,1207.42,13231.34,9635.96,16726.46,902223.86,533371.44,1511095.53,11.27,7.52,15.03,6.52,6.52,6.52,9187.17,9187.17,9187.17,,,,13267.46,7.86,125256.33,9212.33,5449.57,3.67,442.67,36519840.27,-24.1826,1,57413.4869,57413.4869,57413.4869,1,0.6924,0,0.6117,1,,,,457.01,705.52,356.33,115.37,174.16,90.75,18.55,22.74,16.49,86460,4048,0.0084,0.3154,0.0141
8/24/20,reference,Canada,1784.1,2571.68,1245.23,13242.58,9643.31,16740.95,904007.96,534738,1513152.93,11.25,7.54,15.02,6.58,6.58,6.58,9193.75,9193.75,9193.75,,,,13277.55,10.09,125655.33,9219,5454.14,6.67,399,36519840.27,-23.8963,1,57699.2352,57699.2352,57699.2352,1,0.6943,0,0.6142,1,,,,447.7,684.72,349.47,113.08,169.89,88.86,18.08,22.39,16.01,86460,4048,0.0085,0.3185,0.0136
8/25/20,reference,Canada,1834.87,2640.17,1286.06,13253.79,9650.66,16755.37,905842.83,536150.3,1515272.8,11.21,7.54,14.91,6.64,6.64,6.64,9200.38,9200.38,9200.38,,,,13290.15,12.6,125979.67,9226,5467.71,7,324.33,36519840.27,-23.7356,1,58018.2689,58018.2689,58018.2689,1,0.6962,0,0.6166,1,,,,439.14,669.56,342.33,109.99,166.12,86.05,17.86,22.31,15.76,86460,4048,0.0085,0.3217,0.0133
8/26/20,reference,Canada,1888.83,2714.39,1328.08,13264.89,9657.98,16769.63,907731.65,537611.06,1517459.34,11.1,7.5,14.71,6.65,6.65,6.65,9207.03,9207.03,9207.03,,,,13297.4,7.25,126426,9230,5481.29,4,446.33,36519840.27,-23.6742,1,58373.5316,58373.5316,58373.5316,1,0.6972,0,0.6194,1,,,,431.29,657.09,334.93,106.93,162.9,83.04,17.98,22.6,15.85,86460,4048,0.0085,0.3255,0.0132
8/27/20,reference,Canada,1946.14,2793.55,1371.66,13275.76,9665.16,16783.57,909677.79,539123.18,1519716.84,10.87,7.35,14.37,6.55,6.55,6.55,9213.58,9213.58,9213.58,,,,13311.37,13.97,126827,9238,5489.86,8,401,36519840.27,-23.6926,1,58767.9166,58767.9166,58767.9166,1,0.6985,0,0.6224,1,,,,427,649.62,329.97,104.56,160.7,80.49,18.43,23.24,16.27,86460,4048,0.0084,0.33,0.0133
8/28/20,reference,Canada,2006.93,2875.49,1417.11,13286.2,9672.06,16796.95,911684.73,540689.63,1522049.69,10.44,7.06,13.82,6.32,6.32,6.32,9219.9,9219.9,9219.9,,,,13327.56,16.19,127319,9249,5499.14,11,492,36519840.27,-23.7865,1,59204.2221,59204.2221,59204.2221,1,0.701,0,0.6252,1,,,,422.69,643.36,324.61,102.71,159.18,78.31,19.12,24,16.92,86460,4048,0.0081,0.3352,0.0136
8/29/20,reference,Canada,2071.44,2957.18,1470.52,13296.06,9678.55,16809.56,913756.16,542313.54,1524462.35,9.85,6.63,13.07,5.94,5.94,5.94,9225.84,9225.84,9225.84,,,,13332.21,4.64,127922,9251,5507.43,2,603,36519840.27,-23.9649,1,59685.1024,59685.1024,59685.1024,1,0.7036,0,0.6278,1,,,,419.39,639.42,319.74,101.45,158.28,76.59,19.96,24.91,17.71,86460,4048,0.0077,0.3408,0.0139
8/30/20,reference,Canada,2139.81,3050.54,1525.32,13305.24,9684.56,16821.31,915895.98,543998.06,1526959.38,9.18,6.12,12.24,5.47,5.47,5.47,9231.32,9231.32,9231.32,,,,13342.22,10.01,128429,9257,5517.14,6,507,36519840.27,-24.2358,1,60213.014,60213.014,60213.014,1,0.7061,0,0.63,1,,,,415.97,636.71,313.81,100.22,157.23,74.76,20.81,25.86,18.5,86460,4048,0.0072,0.3465,0.0142
8/31/20,reference,Canada,2212.07,3149.77,1580.02,13313.78,9690.1,16832.25,918108.04,545746.4,1529545.37,8.55,5.64,11.45,5,5,5,9236.32,9236.32,9236.32,,,,13351,8.78,128957,9262,5540.86,5,528,36519840.27,-24.5789,1,60790.1609,60790.1609,60790.1609,1,0.7086,0,0.6327,1,,,,412.85,633.69,308.17,99.59,155.91,73.73,21.57,26.74,19.19,86460,4048,0.0067,0.3518,0.0144
9/1/20,reference,Canada,2288.32,3255.22,1637.01,13321.73,9695.2,16842.42,920396.36,547561.75,1532224.97,7.94,5.16,10.68,4.56,4.56,4.56,9240.88,9240.88,9240.88,,,,13361.61,10.62,129434,9268,5549.57,6,477,36519840.27,-24.9429,1,61418.4355,61418.4355,61418.4355,1,0.7112,0,0.6353,1,,,,409.53,629.78,302.96,98.26,152.89,72.45,22.11,27.4,19.64,86460,4048,0.0062,0.3565,0.0145
9/2/20,reference,Canada,2368.72,3367.23,1696.53,13329.11,9699.9,16851.9,922765.08,549447.27,1535002.86,7.39,4.71,10,4.15,4.15,4.15,9245.03,9245.03,9245.03,,,,13366.07,4.46,129932,9271,5556.29,3,498,36519840.27,-25.2832,1,62099.3608,62099.3608,62099.3608,1,0.7125,0,0.6381,1,,,,404.91,626,297.08,96.1,148.56,70.51,22.28,27.71,19.72,86460,4048,0.0058,0.3602,0.0142
9/3/20,reference,Canada,2453.37,3486.1,1758.51,13335.99,9704.23,16860.75,925218.45,551406.13,1537883.74,6.87,4.32,9.37,3.81,3.81,3.81,9248.84,9248.84,9248.84,,,,13376.5,10.43,130500,9277,5568,6,568,36519840.27,-25.5755,1,62834.0311,62834.0311,62834.0311,1,0.714,0,0.6409,1,,,,401.05,625.31,291.24,93.14,143.15,68.09,22.08,27.68,19.4,86460,4048,0.0053,0.3625,0.0138
9/4/20,reference,Canada,2542.36,3612.18,1822.91,13342.41,9708.26,16869.03,927760.81,553441.53,1540872.37,6.42,3.99,8.79,3.53,3.53,3.53,9252.37,9252.37,9252.37,,,,13379.54,3.04,131130,9278.33,5577.43,1.33,630,36519840.27,-25.8077,1,63623.0555,63623.0555,63623.0555,1,0.7172,0,0.6432,1,,,,399.68,628.06,287.47,89.66,136.71,65.43,21.64,27.42,18.85,86460,4048,0.005,0.3629,0.0131
9/5/20,reference,Canada,2635.9,3772.35,1889.82,13348.5,9712.08,16876.88,930396.71,555557.39,1543973.65,6.09,3.78,8.32,3.34,3.34,3.34,9255.71,9255.71,9255.71,,,,13386.3,6.76,131763,9282.42,5594.86,4.08,633,36519840.27,-25.9785,1,64466.5035,64466.5035,64466.5035,1,0.7203,0,0.6457,1,,,,401.28,634.84,286.85,85.95,129.86,62.85,21.14,27.11,18.23,86460,4048,0.0047,0.3615,0.0125
9/6/20,reference,Canada,2734.09,3945.6,1959.36,13354.36,9715.76,16884.44,933130.79,557753.27,1547192.59,5.86,3.65,7.96,3.24,3.24,3.24,9258.94,9258.94,9258.94,,,,13390.6,4.3,132425,9284.5,5602.71,2.08,662,36519840.27,-26.0812,1,65363.8563,65363.8563,65363.8563,1,0.7234,0,0.6481,1,,,,403.81,643.31,285.66,82.16,123.14,60.41,20.76,26.94,17.68,86460,4048,0.0045,0.3586,0.0119
9/7/20,reference,Canada,2836.85,4128.8,2031.64,13360.09,9719.4,16891.81,935967.64,560008.78,1550534.36,5.73,3.6,7.71,3.2,3.2,3.2,9262.15,9262.15,9262.15,,,,13395.57,4.97,133120,9287.25,5611.57,2.75,695,36519840.27,-26.0866,1,66313.9636,66313.9636,66313.9636,1,0.7265,0,0.6505,1,,,,411.1,657.03,288.44,79.75,118.35,58.81,20.6,27.14,17.34,86460,4048,0.0043,0.3552,0.0115
9/8/20,reference,Canada,2944.18,4322.06,2107.05,13365.8,9723.06,16899.14,938911.82,562352.46,1554004.22,5.71,3.64,7.6,3.25,3.25,3.25,9265.4,9265.4,9265.4,,,,13399.31,3.74,133748,9289,5619.43,1.75,628,36519840.27,-25.957,1,67315.009,67315.009,67315.009,1,0.7297,0,0.6532,1,,,,422.01,676.28,293.99,79.22,116.55,58.42,20.76,27.71,17.3,86460,4048,0.0043,0.3521,0.0112
9/9/20,reference,Canada,3056.02,4525.4,2185.77,13371.66,9726.86,16906.61,941967.84,564787.25,1557607.62,5.86,3.78,7.7,3.39,3.39,3.39,9268.79,9268.79,9268.79,,,,13402.54,3.23,134292,9291,5629.29,2,544,36519840.27,-25.6787,1,68364.4858,68364.4858,68364.4858,1,0.7313,0,0.6561,1,,,,438.47,701.71,303.41,80.7,117.95,59.48,21.3,28.67,17.6,86460,4048,0.0043,0.35,0.0112
9/10/20,reference,Canada,3172.3,4738.79,2267.51,13377.88,9730.92,16914.51,945140.14,567316.03,1561350.11,6.22,4.06,8.19,3.65,3.65,3.65,9272.43,9272.43,9272.43,,,,13414.99,12.45,134922,9298,5636.14,7,630,36519840.27,-25.2679,1,69459.1838,69459.1838,69459.1838,1,0.7331,0,0.6593,1,,,,459.81,732.18,316.34,83.45,121.65,61.3,22.23,30.04,18.28,86460,4048,0.0045,0.3497,0.0113
9/11/20,reference,Canada,3292.97,4962.09,2352.26,13384.75,9735.44,16923.23,948433.11,569941.55,1565237.3,6.88,4.52,9.11,4.06,4.06,4.06,9276.49,9276.49,9276.49,,,,13417.06,2.07,135624,9299.5,5650.29,1.5,702,36519840.27,-24.771,1,70595.189,70595.189,70595.189,1,0.7367,0,0.662,1,,,,486.71,769.04,333.19,87.6,127.63,63.92,23.49,31.75,19.26,86460,4048,0.0049,0.352,0.0116
9/12/20,reference,Canada,3417.91,5195.01,2440.05,13392.48,9740.52,16933.02,951851.02,572666.5,1569274.83,7.73,5.09,10.28,4.58,4.58,4.58,9281.07,9281.07,9281.07,,,,13430.92,13.86,136384,9308.33,5661.43,8.83,760,36519840.27,-24.2646,1,71767.8986,71767.8986,71767.8986,1,0.7404,0,0.6646,1,,,,517.26,811.44,353.74,93.29,136.25,67.7,24.98,33.72,20.47,86460,4048,0.0054,0.3572,0.0119
9/13/20,reference,Canada,3546.99,5437.22,2536.85,13401.23,9746.26,16944.09,955398.01,575493.43,1573468.33,8.75,5.77,11.7,5.18,5.18,5.18,9286.26,9286.26,9286.26,,,,13438.22,7.3,137147,9311.67,5680.43,3.33,763,36519840.27,-23.8316,1,72972.0486,72972.0486,72972.0486,1,0.744,0,0.6666,1,,,,550.73,857.74,375.53,100.31,146.97,72.25,26.62,35.87,21.81,86460,4048,0.006,0.3651,0.0123
9/14/20,reference,Canada,3680.07,5688.22,2643.89,13411.08,9752.73,16956.55,959078.08,578424.8,1577823.31,9.85,6.49,13.27,5.84,5.84,5.84,9292.09,9292.09,9292.09,,,,13445.53,7.3,138008,9315,5690.43,3.33,861,36519840.27,-23.5218,1,74201.758,74201.758,74201.758,1,0.7477,0,0.6689,1,,,,585.82,906.63,398.35,107.66,158.62,76.77,28.34,38.09,23.27,86460,4048,0.0066,0.3749,0.0126
9/15/20,reference,Canada,3817,5947.48,2758.53,13422,9759.9,16970.38,962895.07,581462.93,1582345.15,10.92,7.19,14.8,6.48,6.48,6.48,9298.58,9298.58,9298.58,,,,13466.74,21.21,138799,9329,5704.43,14,791,36519840.27,-23.3471,1,75450.5855,75450.5855,75450.5855,1,0.7514,0,0.6713,1,,,,621.32,957.66,421.55,115.51,171.42,81.39,30.08,40.36,24.75,86460,4048,0.0072,0.3856,0.013
9/16/20,reference,Canada,3957.59,6214.28,2879.74,13433.95,9767.74,16985.56,966852.66,584609.96,1587039.02,11.95,7.85,16.25,7.09,7.09,7.09,9305.67,9305.67,9305.67,,,,13473.78,7.04,139743,9334,5721.43,5,944,36519840.27,-23.3034,1,76711.6005,76711.6005,76711.6005,1,0.7532,0,0.6732,1,,,,658.52,1013.82,446.79,122.72,184.16,85.29,31.78,42.59,26.18,86460,4048,0.0077,0.3965,0.0132
9/17/20,reference,Canada,4102.53,6487.79,3005.84,13446.6,9776.04,17001.67,970955.19,587867.95,1591909.87,12.65,8.3,17.2,7.53,7.53,7.53,9313.2,9313.2,9313.2,,,,13484.98,11.2,140863,9341,5738.43,7,1120,36519840.27,-23.3845,1,77977.465,77977.465,77977.465,1,0.7553,0,0.6748,1,,,,696.02,1071.45,473.28,129.95,197.85,89.3,33.45,44.98,27.55,86460,4048,0.008,0.4063,0.0134
9/18/20,reference,Canada,4251.56,6767.07,3125.24,13459.48,9784.49,17018.13,975206.75,591238.83,1596962.36,12.88,8.46,17.46,7.69,7.69,7.69,9320.89,9320.89,9320.89,,,,13495.65,10.68,141908,9346,5754.71,5,1045,36519840.27,-23.5859,1,79240.5253,79240.5253,79240.5253,1,0.7594,0,0.676,1,,,,732.01,1128.99,496.4,137.17,211.74,92.94,35.15,47.42,28.93,86460,4048,0.0079,0.414,0.0136
9/19/20,reference,Canada,4405.11,7051.08,3233.86,13472.17,9792.85,17034.38,979611.86,594740.88,1602200.85,12.69,8.35,17.13,7.61,7.61,7.61,9328.49,9328.49,9328.49,,,,13507.47,11.81,143013.33,9353.67,5774,7.67,1105.33,36519840.27,-23.9052,1,80492.9123,80492.9123,80492.9123,1,0.7635,0,0.6769,1,,,,765.12,1185.06,516.14,144.51,225.45,96.8,36.96,49.97,30.39,86460,4048,0.0076,0.4189,0.0138
9/20/20,reference,Canada,4561.21,7330,3338.29,13484.41,9800.93,17050.09,984173.07,598377.06,1607629.34,12.24,8.08,16.46,7.37,7.37,7.37,9335.87,9335.87,9335.87,,,,13519.28,11.81,144130.67,9361.33,5788.29,7.67,1117.33,36519840.27,-24.3238,1,81726.6464,81726.6464,81726.6464,1,0.7677,0,0.6776,1,,,,797.85,1242.08,536.64,151.8,238.32,101.2,38.94,52.71,32.02,86460,4048,0.0071,0.4212,0.014
9/21/20,reference,Canada,4718.92,7567.52,3443.91,13496.11,9808.68,17065.13,988891.99,602146.9,1613251.42,11.7,7.75,15.65,7.08,7.08,7.08,9342.95,9342.95,9342.95,,,,13533.31,14.03,145415,9369,5811.57,7.67,1284.33,36519840.27,-24.7758,1,82933.7469,82933.7469,82933.7469,1,0.7718,0,0.6781,1,,,,825.91,1299.76,553.58,157.62,249.61,104.96,41.12,55.66,33.84,86460,4048,0.0066,0.4216,0.0143
9/22/20,reference,Canada,4876.76,7805.5,3557.15,13507.33,9816.15,17079.56,993768.74,606046.46,1619070.26,11.23,7.46,14.92,6.83,6.83,6.83,9349.77,9349.77,9349.77,,,,13543.55,10.24,146664,9375,5839.86,6,1249,36519840.27,-25.1606,1,84106.3424,84106.3424,84106.3424,1,0.7759,0,0.6788,1,,,,853.76,1359.17,569.41,163.13,259.8,108.76,43.48,58.78,35.84,86460,4048,0.0062,0.4212,0.0145
9/23/20,reference,Canada,5033.92,8045.95,3674.01,13518.31,9823.46,17093.64,998802.66,610068.01,1625088.58,10.97,7.32,14.48,6.7,6.7,6.7,9356.47,9356.47,9356.47,,,,13557.49,13.94,147753,9384,5872.14,9,1089,36519840.27,-25.3922,1,85236.7821,85236.7821,85236.7821,1,0.778,0,0.6798,1,,,,883,1419.16,585.54,168.06,268.15,112.27,46,62.03,38.01,86460,4048,0.0059,0.4208,0.0148
9/24/20,reference,Canada,5192.2,8288.97,3781.22,13529.38,9830.86,17107.82,1003994.87,614201.79,1631308.71,11.07,7.4,14.53,6.78,6.78,6.78,9363.25,9363.25,9363.25,,,,13569.48,11.99,149095,9390,5890.43,6,1342,36519840.27,-25.4404,1,86317.7443,86317.7443,86317.7443,1,0.7803,0,0.6813,1,,,,913.57,1481.8,603.47,173.85,276.82,117.18,48.58,65.32,40.21,86460,4048,0.0057,0.4212,0.0151
9/25/20,reference,Canada,5352.86,8532.18,3880.61,13541.03,9838.66,17122.72,1009347.73,618440.02,1637732.53,11.66,7.81,15.25,7.13,7.13,7.13,9370.38,9370.38,9370.38,,,,13578.57,9.08,150458,9396,5912.14,6,1363,36519840.27,-25.3445,1,87342.3431,87342.3431,87342.3431,1,0.7848,0,0.6828,1,,,,947.5,1549.01,624.18,180,285.83,122.05,51.06,68.48,42.33,86460,4048,0.0059,0.4232,0.0153
9/26/20,reference,Canada,5516.63,8774.35,3982.62,13553.8,9847.22,17139.01,1014864.36,622777.79,1644361.71,12.76,8.56,16.68,7.8,7.8,7.8,9378.17,9378.17,9378.17,,,,13592.34,13.77,151898.33,9405.33,5935.86,9.33,1440.33,36519840.27,-25.2014,1,88304.2306,88304.2306,88304.2306,1,0.7894,0,0.6846,1,,,,987.5,1623.27,648.48,187.15,296.29,127.45,53.37,71.42,44.33,86460,4048,0.0062,0.4273,0.0154
9/27/20,reference,Canada,5683.88,8986.69,4092.75,13568.18,9856.89,17157.35,1020548.24,627236.67,1651410.73,14.38,9.68,18.81,8.78,8.78,8.78,9386.95,9386.95,9386.95,,,,13605.76,13.42,153577.67,9413.67,5961.14,8.33,1679.33,36519840.27,-25.125,1,89197.6936,89197.6936,89197.6936,1,0.7939,0,0.687,1,,,,1033.88,1704.94,677.55,196.21,309.99,133.93,55.55,74.17,46.24,86460,4048,0.0068,0.4337,0.0154
9/28/20,reference,Canada,5854.33,9196.15,4208.08,13584.66,9868.01,17178.36,1026402.57,631823.39,1659691.42,16.48,11.12,21.57,10.07,10.07,10.07,9397.03,9397.03,9397.03,,,,13615.94,10.17,155307,9419,5988.43,5.33,1729.33,36519840.27,-25.182,1,89946.922,89946.922,89946.922,1,0.7985,0,0.6898,1,,,,1089.68,1796.39,715.45,209.81,330.67,143.62,57.62,76.75,48.08,86460,4048,0.0075,0.4413,0.0154
