date,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,reff_mean,reff_lower,reff_upper,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_deaths_unscaled,cumulative_hospitalizations,daily_deaths_unscaled,daily_infections,population,mobility_mean,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization
2/4/20,reference,Canada,19.87,79.02,1.79,0,0,0,725.74,262.55,2100.97,0,0,0,0,0,0,0,0,0,,,,0,0,7.5,0,230,0,0.38,36519840.27,-9.6586,1,72.6926,72.6926,72.6926,1,1.1553,0,0.0017,1,,,,11.38,34.96,3.51,6.84,21.02,2.11,0.57,1.47,0.18,86460,4048,Inf,0.0145,0.0165
2/5/20,reference,Canada,20.3,79.96,1.6,0.01,0.01,0.02,746.04,268.52,2180.93,0.01,0.01,0.01,0,0,0,0,0,0,,,,0,0,7.88,0,230,0,0.38,36519840.27,-6.6192,1,54.1785,54.1785,54.1785,1,0.807,0,0.002,1,,,,12.77,38.16,3.82,7.68,22.94,2.29,0.55,1.43,0.17,86460,4048,Inf,0.0147,0.0164
2/6/20,reference,Canada,21.12,81.56,1.5,0.03,0.01,0.04,767.16,275.05,2262.49,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,,,,0,0,8.25,0,230,0,0.38,36519840.27,-6.4729,1,57.7619,57.7619,57.7619,1,0.8064,0,0.003,1,,,,13.87,38.96,4.19,8.34,23.43,2.52,0.52,1.4,0.16,86460,4048,Inf,0.0153,0.0163
2/7/20,reference,Canada,22.41,83.86,1.43,0.04,0.02,0.06,789.57,282.4,2346.35,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,,,,0,0,8.62,0,230,0,0.38,36519840.27,-6.3102,1,61.5694,61.5694,61.5694,1,0.8051,0,0.0044,1,,,,14.99,39.67,4.48,9.01,23.85,2.7,0.49,1.37,0.13,86460,4048,Inf,0.0146,0.0163
2/8/20,reference,Canada,24.22,87.07,1.92,0.04,0.02,0.07,813.79,292,2433.42,0,0,0.01,0,0,0,0.02,0.02,0.02,,,,0,0,9,0,230,0,0.38,36519840.27,-6.1295,1,65.617,65.617,65.617,1,0.8038,0,0.0061,1,,,,15.01,40.3,4.45,9.02,24.23,2.68,0.46,1.34,0.1,86460,4048,Inf,0.0129,0.0163
2/9/20,reference,Canada,26.65,91.03,2.62,0.04,0.02,0.07,840.44,303.82,2524.44,0,0,0,0,0,0,0.02,0.02,0.02,,,,0,0,9.12,0,230,0,0.12,36519840.27,-5.9287,1,69.9289,69.9289,69.9289,1,0.8025,0,0.0081,1,,,,14.91,40.55,4.38,8.96,24.39,2.64,0.44,1.31,0.09,86460,4048,Inf,0.0117,0.0164
2/10/20,reference,Canada,29.82,95.67,4.3,0.05,0.02,0.07,870.26,311.22,2620.11,0,0,0,0,0,0,0.02,0.02,0.02,,,,0,0,9.25,0,230,0,0.12,36519840.27,-5.7056,1,74.5394,74.5394,74.5394,1,0.8012,0,0.01,1,,,,14.7,40.77,4.22,8.84,24.51,2.54,0.41,1.29,0.07,86460,4048,0,0.0109,0.0165
2/11/20,reference,Canada,33.91,101.04,7.11,0.05,0.03,0.07,904.17,319.05,2721.15,0,0,0,0,0,0,0.02,0.02,0.02,,,,0,0,9.38,0,230,0,0.12,36519840.27,-5.4578,1,79.4942,79.4942,79.4942,1,0.8,0,0.0118,1,,,,14.4,40.2,3.86,8.66,24.17,2.32,0.39,1.27,0.06,86460,4048,0,0.0107,0.0167
2/12/20,reference,Canada,39.05,107.21,10.84,0.05,0.03,0.07,943.22,330.66,2828.36,0,0,0,0,0,0,0.02,0.02,0.02,,,,0,0,9.5,0,230,0,0.12,36519840.27,-4.4845,1,73.4267,73.4267,73.4267,1,0.6917,0,0.0113,1,,,,14.03,39.49,3.63,8.44,23.75,2.18,0.38,1.26,0.04,86460,4048,0,0.0123,0.017
2/13/20,reference,Canada,45.58,114.55,15.73,0.05,0.03,0.07,988.8,347.27,2942.91,0,0,0,0,0,0,0.02,0.02,0.02,,,,0,0,9.62,0,230,0,0.12,36519840.27,-4.2197,1,78.4781,78.4781,78.4781,1,0.691,0,0.0123,1,,,,13.66,38.84,3.34,8.21,23.36,2.01,0.37,1.25,0.03,86460,4048,0,0.0181,0.0173
2/14/20,reference,Canada,53.5,123.34,21.39,0.05,0.03,0.08,1042.3,370.26,3066.25,0.01,0,0.01,0,0,0,0.02,0.02,0.02,,,,0,0,9.75,0,230,0,0.12,36519840.27,-3.9255,1,84.0249,84.0249,84.0249,1,0.6895,0,0.0131,1,,,,13.31,38.55,3.04,8,23.18,1.83,0.36,1.25,0.02,86460,4048,2.00E-04,0.0209,0.0176
2/15/20,reference,Canada,63.1,133.41,27.2,0.07,0.04,0.11,1105.4,401.22,3199.66,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0.03,0.03,,,,0,0,9.88,0,230,0,0.12,36519840.27,-3.1285,1,78.3894,78.3894,78.3894,1,0.5982,0,0.0121,1,,,,12.96,38.23,2.78,7.79,22.99,1.67,0.36,1.26,0.02,86460,4048,7.00E-04,0.0276,0.018
2/16/20,reference,Canada,75.37,146.88,35.28,0.11,0.06,0.17,1180.77,441.81,3344.72,0.03,0.02,0.05,0.01,0.01,0.01,0.04,0.04,0.04,,,,0,0,10,0,230,0,0.12,36519840.27,-2.3725,1,87.8562,87.8562,87.8562,1,0.8552,0,0.0127,1,,,,12.61,37.93,2.59,7.58,22.81,1.56,0.36,1.28,0.02,86460,4048,0.0011,0.037,0.0186
2/17/20,reference,Canada,89.74,170.38,45.39,0.15,0.08,0.23,1270.51,494.27,3503.03,0.04,0.02,0.06,0.02,0.02,0.02,0.06,0.06,0.06,,,,0,0,10.2,0,230,0,0.2,36519840.27,-2.026,1,94.7001,94.7001,94.7001,1,0.8534,0,0.0132,1,,,,12.29,37.67,2.43,7.39,22.65,1.46,0.38,1.32,0.01,86460,4048,0.0014,0.039,0.0192
2/18/20,reference,Canada,107.33,198.24,55.73,0.19,0.1,0.29,1377.84,562.98,3679.22,0.04,0.02,0.06,0.02,0.02,0.02,0.08,0.08,0.08,,,,0,0,10.4,0,230,0,0.2,36519840.27,-1.5659,1,102.45,102.45,102.45,1,0.8516,0,0.0137,1,,,,12.04,37.76,2.11,7.24,22.7,1.27,0.39,1.36,0.01,86460,4048,0.0014,0.0379,0.0198
2/19/20,reference,Canada,128.73,230.13,67.96,0.21,0.12,0.34,1506.56,648.42,3874.37,0.03,0.01,0.04,0.01,0.01,0.01,0.09,0.09,0.09,,,,0,0,10.6,0,230,0,0.2,36519840.27,-1.0249,1,111.3083,111.3083,111.3083,1,0.8507,0,0.0141,1,,,,11.88,37.93,1.79,7.14,22.81,1.08,0.42,1.42,0.01,86460,4048,0.001,0.0303,0.0205
2/20/20,reference,Canada,154.19,262.47,79.08,0.22,0.12,0.34,1660.75,760.8,4090.82,0,0,0.01,0,0,0,0.09,0.09,0.09,,,,0,0,10.8,0,230,0,0.2,36519840.27,-0.4735,1,121.4924,121.4924,121.4924,1,0.8496,0,0.0144,1,,,,11.83,38.24,1.53,7.11,22.99,0.92,0.46,1.47,0.02,86460,4048,2.00E-04,0.027,0.0211
2/21/20,reference,Canada,184.62,301.06,94.81,0.22,0.12,0.34,1845.37,878.81,4333.4,0,0,0,0,0,0,0.09,0.09,0.09,,,,0,0,11,0,230,0,0.2,36519840.27,0.0158,1,133.2601,133.2601,133.2601,1,0.8475,0,0.0147,1,,,,11.87,38.67,1.33,7.14,23.25,0.8,0.5,1.54,0.03,86460,4048,0,0.0262,0.0217
2/22/20,reference,Canada,221.44,354.7,118.23,0.22,0.12,0.34,2066.81,1003.54,4609.81,0,0,0,0,0,0,0.09,0.09,0.09,,,,0,0,11.33,0,230,0,0.33,36519840.27,0.3847,1,147.0795,147.0795,147.0795,1,0.8454,0,0.015,1,,,,12.02,39.27,1.19,7.23,23.61,0.72,0.56,1.63,0.07,86460,4048,0,0.0278,0.0225
2/23/20,reference,Canada,265.89,426.96,143.32,0.22,0.12,0.34,2332.7,1212.27,4927.83,0,0,0,0,0,0,0.09,0.09,0.09,,,,0,0,11.67,0,230,0,0.33,36519840.27,0.7917,1,217.3608,217.3608,217.3608,1,0.9748,0,0.0152,1,,,,12.32,40.07,1.19,7.41,24.1,0.72,0.64,1.74,0.11,86460,4048,0,0.0258,0.0227
2/24/20,reference,Canada,318.48,512.78,171.84,0.22,0.12,0.35,2651.18,1431.26,5362.64,0,0,0,0,0,0,0.09,0.09,0.09,,,,0,0,12,0,230,0,0.33,36519840.27,0.9599,1,238.6236,238.6236,238.6236,1,0.9724,0,0.0154,1,,,,12.81,41.16,1.36,7.7,24.75,0.82,0.73,1.87,0.18,86460,4048,0,0.0273,0.0228
2/25/20,reference,Canada,379.87,599.46,207.12,0.22,0.12,0.35,3031.05,1692.98,5873.84,0,0,0,0,0,0,0.09,0.09,0.09,,,,0,0,13,0,230,0,1,36519840.27,1.0215,1,263.2991,263.2991,263.2991,1,0.9699,0,0.0156,1,,,,13.54,42.57,1.69,8.14,25.6,1.02,0.84,2.03,0.25,86460,4048,0,0.0299,0.0227
2/26/20,reference,Canada,450.98,689.67,248.6,0.22,0.12,0.35,3482.03,1992.04,6467.36,0,0,0,0,0,0,0.09,0.09,0.09,,,,0,0,14,0,230,0,1,36519840.27,1.0505,1,292.3511,292.3511,292.3511,1,0.9686,0,0.0158,1,,,,14.58,44.43,2.24,8.76,26.69,1.35,0.98,2.22,0.34,86460,4048,0,0.0342,0.0227
2/27/20,reference,Canada,533.02,811.08,295.63,0.22,0.12,0.35,4015.05,2302.57,7154.97,0,0,0,0,0,0,0.09,0.09,0.09,,,,0,0,15,0,230,0,1,36519840.27,1.4128,1,378.0555,378.0555,378.0555,1,1.0659,0,0.016,1,,,,15.97,46.73,3.03,9.58,28.03,1.82,1.16,2.46,0.46,86460,4048,1.00E-04,0.0383,0.0229
2/28/20,reference,Canada,627.52,963.04,343.27,0.26,0.14,0.41,4642.56,2620.46,7957.65,0.04,0.02,0.07,0.02,0.02,0.02,0.11,0.11,0.11,,,,0,0,16,0,230,0,1,36519840.27,1.5516,1,420.4959,420.4959,420.4959,1,1.0628,0,0.0161,1,,,,17.73,49.5,4.09,10.61,29.62,2.45,1.36,2.78,0.58,86460,4048,0.0055,0.042,0.023
2/29/20,reference,Canada,736.5,1143.15,397.92,0.35,0.19,0.56,5379.06,2991.51,8953.08,0.09,0.05,0.14,0.04,0.04,0.04,0.14,0.14,0.14,,,,0,0,17,0,230,0,1,36519840.27,1.7382,1,472.9698,472.9698,472.9698,1,1.0597,0,0.0163,1,,,,19.93,52.58,5.49,11.88,31.32,3.27,1.63,3.14,0.76,86460,4048,0.0118,0.0475,0.023
3/1/20,reference,Canada,861.73,1363.59,466.49,0.48,0.26,0.77,6240.8,3454.09,10283.8,0.13,0.07,0.21,0.05,0.05,0.05,0.2,0.2,0.2,,,,0,0,25,0,230,0,8,36519840.27,1.9914,1,546.6173,546.6173,546.6173,1,1.0718,0,0.0165,1,,,,22.66,56.14,7.29,13.42,33.24,4.32,1.93,3.55,0.94,86460,4048,0.0197,0.0509,0.023
3/2/20,reference,Canada,1004.97,1620.58,549.6,0.65,0.36,1.04,7245.77,4004.1,11570.11,0.17,0.09,0.27,0.07,0.07,0.07,0.27,0.27,0.27,,,,0,0,29.5,0,230,0,4.5,36519840.27,2.4176,1,635.0099,635.0099,635.0099,1,1.0971,0,0.0167,1,,,,26.01,60.46,9.54,15.27,35.5,5.6,2.3,4.11,1.17,86460,4048,0.0299,0.0535,0.023
3/3/20,reference,Canada,1168.18,1918.96,635.13,0.85,0.46,1.34,8413.95,4639.23,13453.88,0.19,0.11,0.3,0.08,0.08,0.08,0.35,0.35,0.35,,,,0,0,34,0,230,0,4.5,36519840.27,2.647,1,723.0821,723.0821,723.0821,1,1.0939,0,0.0169,1,,,,30.08,65.64,12.23,17.43,38.08,7.08,2.74,4.66,1.57,86460,4048,0.0324,0.0548,0.0228
3/4/20,reference,Canada,1353.69,2269.72,731.87,1.04,0.57,1.63,9767.64,5371.1,15663.83,0.19,0.11,0.3,0.08,0.08,0.08,0.43,0.43,0.43,,,,0,0,40,0,230,0,6,36519840.27,2.8792,1,829.6485,829.6485,829.6485,1,1.0923,0,0.0171,1,,,,34.99,71.81,15.57,19.92,40.97,8.81,3.26,5.31,1.98,86460,4048,0.0299,0.0532,0.0226
3/5/20,reference,Canada,1563.73,2665.61,841.07,1.22,0.68,1.9,11331.37,6212.17,18318.95,0.18,0.1,0.29,0.08,0.08,0.08,0.52,0.52,0.52,,,,0,0,46,0,230,0,6,36519840.27,3.0741,1,955.5349,955.5349,955.5349,1,1.0905,0,0.0174,1,,,,40.59,79.99,19.22,22.58,44.69,10.61,3.88,6.03,2.46,86460,4048,0.025,0.0512,0.0225
3/6/20,reference,Canada,1800.75,3115.55,962.45,1.41,0.79,2.18,13132.11,7232.77,20872.85,0.19,0.11,0.29,0.09,0.09,0.09,0.61,0.61,0.61,,,,0,0,52,0,230,0,6,36519840.27,3.1553,1,1103.204,1103.204,1103.204,1,1.0869,0,0.0177,1,,,,47.21,89.61,23.21,25.57,48.78,12.5,4.61,6.87,3.06,86460,4048,0.0225,0.0491,0.0223
3/7/20,reference,Canada,2067.33,3626.17,1097.47,1.62,0.91,2.5,15199.44,8402.52,23844.97,0.21,0.13,0.3,0.11,0.11,0.11,0.72,0.72,0.72,,,,0,0,58,0,230,0,6,36519840.27,3.0152,1,1290.6617,1290.6617,1290.6617,1,1.0846,0,0.0181,1,,,,55.01,101.33,28.02,28.91,53.67,14.61,5.47,7.91,3.8,86460,4048,0.0203,0.0472,0.022
3/8/20,reference,Canada,2365.96,4205,1241.84,1.86,1.06,2.87,17565.4,9702.68,27705.03,0.24,0.14,0.36,0.12,0.12,0.12,0.84,0.84,0.84,,,,2.48,2.48,62,1,230,1,4,36519840.27,2.5074,1,1492.9149,1492.9149,1492.9149,1,1.0811,0,0.0186,1,,,,64.15,114.01,34.05,32.64,58.5,17.17,6.47,8.95,4.68,86460,4048,0.0196,0.0458,0.0217
3/9/20,reference,Canada,2698.88,4851.83,1393.06,2.17,1.24,3.36,20264.28,11018.87,32573.9,0.31,0.18,0.48,0.15,0.15,0.15,1,1,1,,,,2.48,0,77,1,230,0,15,36519840.27,1.509,1,1744.7832,1744.7832,1744.7832,1,1.0787,0,0.0193,1,,,,75.46,128.3,42.13,36.36,62.39,20.14,7.62,10.44,5.72,86460,4048,0.0167,0.0452,0.0214
3/10/20,reference,Canada,3067.89,5568.4,1547.6,2.63,1.5,4.09,23332.17,12602.83,38274.38,0.46,0.27,0.72,0.22,0.22,0.22,1.21,1.21,1.21,,,,3.32,0.84,89.5,1.5,230,0.5,12.5,36519840.27,-0.0894,1,2013.4352,2013.4352,2013.4352,1,1.0751,0,0.0201,1,,,,89.11,147.71,51.71,38.97,65.19,22.37,8.94,12.12,6.82,86460,4048,0.0183,0.0456,0.0211
3/11/20,reference,Canada,3474.19,6354.68,1725.23,3.33,1.9,5.17,26806.36,14394.22,44603.6,0.7,0.39,1.09,0.31,0.31,0.31,1.53,1.53,1.53,,,,4.15,0.84,102,2,230,0.5,12.5,36519840.27,-2.367,1,2319.3332,2319.3332,2319.3332,1,1.0733,0,0.0211,1,,,,105.4,166.22,65.62,39.89,64.01,24.16,10.46,14.05,8.05,86460,4048,0.0216,0.0476,0.0209
3/12/20,reference,Canada,3918.14,7208.63,1942.26,4.35,2.47,6.76,30724.5,16424.66,51777.85,1.02,0.57,1.58,0.45,0.45,0.45,1.98,1.98,1.98,,,,4.15,0,140,2,230,0,38,36519840.27,-5.37,1,2664.9456,2664.9456,2664.9456,1,1.0714,0,0.0223,1,,,,125.17,187.56,83.44,39.46,60.18,25.81,12.2,16.28,9.32,86460,4048,0.0254,0.0512,0.0207
3/13/20,reference,Canada,4399.34,8126.84,2192.71,5.8,3.28,9,35123.84,18610.84,59859.91,1.45,0.81,2.24,0.63,0.63,0.63,2.61,2.61,2.61,,,,4.15,0,177,2,230,0,37,36519840.27,-9.082,1,3052.3378,3052.3378,3052.3378,1,1.0675,0,0.0238,1,,,,147.64,220.3,100.51,47.35,69.28,32.5,14.18,19.03,10.83,86460,4048,0.0295,0.0565,0.0205
3/14/20,reference,Canada,4915.59,9121.9,2462.14,7.83,4.42,12.1,40039.42,21021.72,68907.85,2.03,1.14,3.1,0.89,0.89,0.89,3.5,3.5,3.5,,,,4.15,0,197,2,230,0,20,36519840.27,-13.4129,1,3482.2518,3482.2518,3482.2518,1,1.0636,0,0.0257,1,,,,173.73,252.51,121.2,61.89,90.91,43.19,16.44,22.21,12.52,86460,4048,0.0338,0.0654,0.0202
3/15/20,reference,Canada,5463.7,10284.39,2745.26,10.58,5.98,16.25,45503.13,23699.88,79000.43,2.75,1.56,4.15,1.22,1.22,1.22,4.72,4.72,4.72,,,,4.15,0,248,2,230,0,51,36519840.27,-18.2141,1,3954.9764,3954.9764,3954.9764,1,1.0598,0,0.0281,1,,,,210.73,301.47,149.86,82.02,116.93,58.38,19,25.67,14.34,86460,4048,0.0377,0.0762,0.0201
3/16/20,reference,Canada,6039.33,11518.01,3026.59,13.94,7.93,21.33,51542.45,26664.01,90214.36,3.36,1.95,5.08,1.52,1.52,1.52,6.24,6.24,6.24,,,,11.6,7.45,337,5,230,3,89,36519840.27,-23.2842,1,4469.683,4469.683,4469.683,1,1.0559,0,0.031,1,,,,250.31,354.23,179.47,104.12,147.29,75.07,21.89,29.56,16.37,86460,4048,0.0381,0.0886,0.0199
3/17/20,reference,Canada,6637.06,12812.1,3306.41,17.91,10.28,27.32,58179.52,29931,102542.63,3.97,2.35,5.98,1.84,1.84,1.84,8.08,8.08,8.08,,,,19.05,7.45,433,8,230,3,96,36519840.27,-28.3842,1,5024.6726,5024.6726,5024.6726,1,1.052,0,0.0344,1,,,,297.79,414.29,216.11,128.95,179.6,94.15,25.15,33.94,18.62,86460,4048,0.0371,0.1025,0.0197
3/18/20,reference,Canada,7251.08,14153.37,3609.72,22.28,12.88,33.87,65430.6,33560.28,116011.41,4.36,2.6,6.53,2.08,2.08,2.08,10.16,10.16,10.16,,,,20.28,1.23,590,9,230,1,157,36519840.27,-33.2847,1,5617.2225,5617.2225,5617.2225,1,1.0501,0,0.0383,1,,,,354.55,490.25,259.07,156.99,215.47,115.03,28.85,38.9,21.16,86460,4048,0.0336,0.1154,0.0195
3/19/20,reference,Canada,7874.78,15526.3,3942.25,26.87,15.64,40.74,73305.37,37686.66,130635.51,4.6,2.76,6.83,2.28,2.28,2.28,12.44,12.44,12.44,,,,26.44,6.15,866,12,230,3,276,36519840.27,-37.812,1,6243.6076,6243.6076,6243.6076,1,1.0481,0,0.0425,1,,,,415.62,576.35,304.43,183.34,250.09,135.28,32.99,45.1,24.03,86460,4048,0.0293,0.1264,0.0194
3/20/20,reference,Canada,8500.89,16913.49,4292.05,31.82,18.67,48.01,81806.26,42174.56,146417.74,4.95,3.03,7.26,2.55,2.55,2.55,14.99,14.99,14.99,,,,28.92,2.48,1072,13,230,1,206,36519840.27,-41.8651,1,6899.2848,6899.2848,6899.2848,1,1.044,0,0.0469,1,,,,477.51,668.3,349.63,208.26,287.59,153.7,37.6,52.19,27.41,86460,4048,0.0262,0.1353,0.0193
3/21/20,reference,Canada,9122.23,18235.94,4658.02,37.22,22.05,55.83,90928.49,47026.8,164244.19,5.4,3.37,7.79,2.89,2.89,2.89,17.88,17.88,17.88,,,,36.77,7.85,1366,18,230,5,294,36519840.27,-45.4109,1,7578.9557,7578.9557,7578.9557,1,1.0399,0,0.0516,1,,,,549.28,774.75,401.99,235.09,328.49,173.34,42.7,60.23,31.06,86460,4048,0.0237,0.1428,0.0191
3/22/20,reference,Canada,9731.51,19485.43,5037.69,43.2,25.85,64.41,100660,52242.36,183899.11,5.98,3.8,8.44,3.31,3.31,3.31,21.19,21.19,21.19,,,,40.11,3.34,1513,20,230,2,147,36519840.27,-48.4592,1,8276.7306,8276.7306,8276.7306,1,1.0358,0,0.0564,1,,,,632.49,901.1,460.54,264.71,374.58,193.45,48.32,69.26,35.2,86460,4048,0.0218,0.1498,0.019
3/23/20,reference,Canada,10321.68,20676.24,5425.7,50.02,30.24,74.14,110981.69,57816.49,204871.08,6.81,4.39,9.44,3.86,3.86,3.86,25.06,25.06,25.06,,,,46.75,6.64,2170,23,230,3,657,36519840.27,-51.0251,1,8986.2875,8986.2875,8986.2875,1,1.0317,0,0.0612,1,,,,725.41,1049.46,523.81,298.76,431.8,215.87,54.47,79.3,39.75,86460,4048,0.0207,0.1567,0.0188
3/24/20,reference,Canada,10886.07,21792.83,5769.73,58,35.43,85.53,121867.76,63740.73,227101.55,7.99,5.19,10.99,4.6,4.6,4.6,29.66,29.66,29.66,,,,54.58,7.82,2821,27,243,4,651,36519840.27,-53.1165,1,9701.0726,9701.0726,9701.0726,1,1.0276,0,0.0658,1,,,,828.73,1218.47,592.19,336.62,497.32,239.7,61.14,90.71,44.2,86460,4048,0.0204,0.1635,0.0186
3/25/20,reference,Canada,11418.52,22821.54,6075.77,67.81,41.9,99.31,133286.28,69990.05,250516.35,9.81,6.45,13.5,5.66,5.66,5.66,35.31,35.31,35.31,,,,67.88,13.31,3450,35,254,8,629,36519840.27,-54.7459,1,10414.5171,10414.5171,10414.5171,1,1.0256,0,0.0704,1,,,,937.02,1402.75,657.98,383.53,576.31,268.31,68.31,103.27,48.93,86460,4048,0.0211,0.1702,0.0185
3/26/20,reference,Canada,11913.53,23751.02,6365.2,80.05,50.03,115.91,145199.81,76551.57,275027.36,12.24,8.11,16.87,7.03,7.03,7.03,42.34,42.34,42.34,,,,73.69,5.81,4093,39,257,4,643,36519840.27,-55.9443,1,11120.245,11120.245,11120.245,1,1.0234,0,0.075,1,,,,1055.6,1625.38,731.5,432.55,668.9,298.35,75.95,116,54.04,86460,4048,0.0224,0.1765,0.0183
3/27/20,reference,Canada,12366.47,24572.59,6635.1,95.35,60.24,136.62,157566.28,83417.64,300534.43,15.3,10.18,21.08,8.75,8.75,8.75,51.1,51.1,51.1,,,,98.12,24.43,4821,55,270,16,728,36519840.27,-56.7693,1,11812.2903,11812.2903,11812.2903,1,1.0192,0,0.0796,1,,,,1189.14,1881.52,816.94,486.05,770.65,333.15,83.98,129.46,58.79,86460,4048,0.0238,0.1815,0.0181
3/28/20,reference,Canada,12773.64,25280.3,6879.58,114.34,72.94,162.29,170339.92,90568.22,326927.69,18.99,12.66,26.15,10.86,10.86,10.86,61.96,61.96,61.96,,,,103.89,5.77,5771.5,59.5,314.83,4.5,950.5,36519840.27,-57.3022,1,12485.3048,12485.3048,12485.3048,1,1.0149,0,0.0841,1,,,,1335.43,2170.26,911.48,543.2,882.33,370.97,92.33,143.87,63.84,86460,4048,0.0252,0.185,0.0179
3/29/20,reference,Canada,13132.27,25870.95,7131.59,137.65,88.53,193.71,183472.19,97981.18,354053.66,23.31,15.55,32.03,13.38,13.38,13.38,75.34,75.34,75.34,,,,107.21,3.32,6416,61,359.67,1.5,644.5,36519840.27,-57.6286,1,13134.7435,13134.7435,13134.7435,1,1.0107,0,0.0886,1,,,,1497.25,2485.33,1016.86,607.54,1005.59,414.03,102.87,162.75,71.41,86460,4048,0.0265,0.1868,0.018
3/30/20,reference,Canada,13440.57,26339.28,7374.05,165.9,107.42,231.59,196912.75,105408.44,380397.59,28.25,18.84,38.69,16.32,16.32,16.32,91.66,91.66,91.66,,,,164.89,57.68,7569,89,423,28,1153,36519840.27,-57.8157,1,13757.0143,13757.0143,13757.0143,1,1.0064,0,0.0932,1,,,,1673.53,2813.19,1129.54,675.86,1131.29,458.25,112.38,181.07,78.25,86460,4048,0.0276,0.1865,0.0179
3/31/20,reference,Canada,13697.71,26579.2,7574.96,199.69,130.01,277.06,210610.47,112890.11,407098.73,33.79,22.54,46.08,19.69,19.69,19.69,111.35,111.35,111.35,,,,186.69,21.81,8743,101,507,12,1174,36519840.27,-57.9096,1,14349.5792,14349.5792,14349.5792,1,1.0021,0,0.0977,1,,,,1855.25,3165.51,1231.3,744.3,1264.29,496.43,120.81,198.5,84.11,86460,4048,0.0285,0.1841,0.0176
4/1/20,reference,Canada,13903.8,26695.06,7715.74,239.68,156.8,331.26,224514.27,120518.49,434045.46,39.99,26.71,54.23,23.55,23.55,23.55,134.9,134.9,134.9,,,,201,14.31,9903,109,578,8,1160,36519840.27,-57.9493,1,14911.0028,14911.0028,14911.0028,1,1,0,0.1022,1,,,,2042.05,3535.53,1334.1,813.44,1402.76,533.85,128.34,215.07,88.6,86460,4048,0.0292,0.1795,0.0172
4/2/20,reference,Canada,14059.78,26694.95,7817.16,286.42,188.23,394.24,238574.05,128266.69,461132.22,46.74,31.3,63.02,27.85,27.85,27.85,162.75,162.75,162.75,,,,254.34,53.34,11496,138,658,29,1593,36519840.27,-57.971,1,15440.9445,15440.9445,15440.9445,1,0.9978,0,0.1068,1,,,,2229.84,3919.26,1433.76,879.18,1541.14,567.08,134.33,227.82,91.38,86460,4048,0.0297,0.1727,0.0167
4/3/20,reference,Canada,14167.35,26588.7,7885.54,340.39,224.63,466.54,252741.4,136098.07,488261.08,53.97,36.28,72.34,32.59,32.59,32.59,195.34,195.34,195.34,,,,331.83,77.5,12777,188,718,50,1281,36519840.27,-58.0112,1,15940.0956,15940.0956,15940.0956,1,0.9935,0,0.1113,1,,,,2415.57,4328.42,1544.34,939.64,1683.96,600.65,139.39,238.92,93.38,86460,4048,0.0299,0.1645,0.0161
4/4/20,reference,Canada,14228.89,26387.41,7924.51,402.04,266.27,548.68,266970.29,143960.88,515342.97,61.65,41.65,82.17,37.74,37.74,37.74,233.08,233.08,233.08,,,,404.58,72.75,14291,234,801,46,1514,36519840.27,-58.1099,1,16410.0707,16410.0707,16410.0707,1,0.9891,0,0.1158,1,,,,2591.09,4738.25,1646.94,996.51,1826.73,631.61,143.8,249.07,94.91,86460,4048,0.0299,0.1557,0.0155
4/5/20,reference,Canada,14247.37,26103.15,7935.55,471.82,313.67,641.16,281217.66,151859.15,541802.33,69.78,47.4,92.51,43.33,43.33,43.33,276.41,276.41,276.41,,,,482.7,78.11,15836,285,851,51,1545,36519840.27,-58.298,1,16853.2622,16853.2622,16853.2622,1,0.9847,0,0.1203,1,,,,2750.85,5134.78,1734.85,1049.62,1965.84,659.31,147.68,258.78,96.13,86460,4048,0.0297,0.147,0.015
4/6/20,reference,Canada,14226.3,25773.26,7920.49,550.15,367.2,744.45,295443.96,159769.24,567550.82,78.34,53.59,103.3,49.34,49.34,49.34,325.76,325.76,325.76,,,,551.7,69.01,17019,329,897,44,1183,36519840.27,-58.576,1,17272.674,17272.674,17272.674,1,0.9803,0,0.1248,1,,,,2894.99,5514.86,1798.07,1096.66,2097.93,677.44,151.12,267.2,96.92,86460,4048,0.0293,0.1388,0.0145
